Cluster ID,,book,id,title 
827,858,"Nivre, Joakim / de Marneffe, Marie-Catherine / Ginter, Filip / Goldberg, Yoav / Hajic, Jan / Manning, Christopher D. / McDonald, Ryan / Petrov, Slav / Pyysalo, Sampo / Silveira, Natalia / Tsarfaty, Reut / Zeman, Daniel (2016): „Universal Dependencies v1: A Multilingual Treebank Collection“, in: Calzolari, Nicoletta / Choukri, Khalid / Declerck, Thierry / Goggi, Sara / Grobelnik, Marko / Maegaard, Bente / Mariani, Joseph / Mazo, Hélène / Moreno, Asunción / Odijk, Jan / Piperidis, Stelios (eds.): Proceedings of the Tenth International Conference on Language Resources and Evaluation (LREC’16). Portorož: European Language Resources Association 1659–1666. [letzter Zugriff am 15. Oktober 2018].",PROISL_Thomas_Dependenzbasierte_syntaktische_Komplexit_tsma_.xml__6,Dependenzbasierte syntaktische Komplexitätsmaße
828,859,"Oya, Masanori (2011): „Syntactic Dependency Distance as Sentence Complexity Measure“, in: Proceedings of the 16th International Conference of Pan-Pacific Association of Applied Linguistics. 313–316. [letzter Zugriff am 15. Oktober 2018].",PROISL_Thomas_Dependenzbasierte_syntaktische_Komplexit_tsma_.xml__7,Dependenzbasierte syntaktische Komplexitätsmaße
829,860,"Sherman, Lucius Adelno (1893): Analytics of literature, a manual for the objective study of English prose and poetry. Boston: Ginn. [letzter Zugriff am 8. Januar 2019].",PROISL_Thomas_Dependenzbasierte_syntaktische_Komplexit_tsma_.xml__8,Dependenzbasierte syntaktische Komplexitätsmaße
830,861,"Straka, Milan / Straková, Jana (2017): „Tokenizing, POS Tagging, Lemmatizing and Parsing UD 2.0 with UDPipe“, in: Proceedings of the CoNLL 2017 Shared Task: Multilingual Parsing from Raw Text to Universal Dependencies. Vancouver: Association for Computational Linguistics 88–99. [letzter Zugriff am 15. Oktober 2018].",PROISL_Thomas_Dependenzbasierte_syntaktische_Komplexit_tsma_.xml__9,Dependenzbasierte syntaktische Komplexitätsmaße
831,862,"Vajjala Balakrishna, Sowmya (2015): Analyzing Text Complexity and Text Simplification: Connecting Linguistics, Processing and Educational Applications. Dissertation, Eberhard-Karls-Universität Tübingen. [letzter Zugriff am 15. Oktober 2018].",PROISL_Thomas_Dependenzbasierte_syntaktische_Komplexit_tsma_.xml__10,Dependenzbasierte syntaktische Komplexitätsmaße
832,863,"Woesler, Winfried (1988): ""Vorschläge für eine Normierung von Briefeditionen"" in: Editio 2, S. 8–18. doi: 10.1515/9783110241938.8",RETTINGHAUS_Klaus_Semantische_Minimal_Retrodigitalisierung_v.xml__0,Semantische Minimal-Retrodigitalisierung von Brief-Editionen
833,864,"Ball, Rafael (2014): ""Bibliotheken im 21. Jahrhundert. Vom Leser zum Kunden"" in: Ceynowa, Klaus / Hermann, Martin: Bibliotheken: Innovation aus Tradition, Berlin: De Gruyter Saur 226–231, doi: 10.1515/9783110310511.226",RETTINGHAUS_Klaus_Semantische_Minimal_Retrodigitalisierung_v.xml__1,Semantische Minimal-Retrodigitalisierung von Brief-Editionen
834,865,"Stadler, Peter (2014): ""Interoperabilität von digitalen Briefeditionen"" in: Wolzogen, Hanna Delf von / Falk, Rainer: Fontanes Briefe ediert, Würzburg: Königshausen & Neumann 278–287.",RETTINGHAUS_Klaus_Semantische_Minimal_Retrodigitalisierung_v.xml__2,Semantische Minimal-Retrodigitalisierung von Brief-Editionen
15,866,"Dumont, Stefan (2016): ""correspSearch – Connecting Scholarly Editions of Letters"" in: Journal of the Text Encoding Initiative 10, [letzter Zugriff 10. Oktober 2018].",RETTINGHAUS_Klaus_Semantische_Minimal_Retrodigitalisierung_v.xml__3,Semantische Minimal-Retrodigitalisierung von Brief-Editionen
835,867,"Rettinghaus, Klaus (2018): saw-leipzig/csv2cmi (Version v1.6.2), Zenodo, doi: 10.5281/zenodo.1461642 [letzter Zugriff 13. Oktober 2018].",RETTINGHAUS_Klaus_Semantische_Minimal_Retrodigitalisierung_v.xml__4,Semantische Minimal-Retrodigitalisierung von Brief-Editionen
836,868,"Altschul, Stephen F. / Madden, Thomas L. / Alejandro A. Schäffer / Zhang, Jinghui / Zhang, Zheng / Miller, Webb / Lipman, David J. (1997): “Gapped BLAST and PSI-BLAST: a new generation of protein database search programs” in Nucleic Acids Res 25 (3389-3402).",REUL_Christian_Korrektur_von_fehlerhaften_OCR_Ergebnissen_du.xml__0,Korrektur von fehlerhaften OCR Ergebnissen durch automatisches Alignment mit Texten eines Korpus
837,869,"Moustafa, Ahmed (2018): “JAligner: Open source java implementation of Smith-Waterman” in http://jaligner.sourceforge.net.",REUL_Christian_Korrektur_von_fehlerhaften_OCR_Ergebnissen_du.xml__1,Korrektur von fehlerhaften OCR Ergebnissen durch automatisches Alignment mit Texten eines Korpus
838,870,"Needleman, Saul B. / Wunsch, Christian D. (1970): “ A general method applicable to the search for similarities in the amino acid sequence of two proteins” in Journal of Molecular Biology 48, (443–453).",REUL_Christian_Korrektur_von_fehlerhaften_OCR_Ergebnissen_du.xml__2,Korrektur von fehlerhaften OCR Ergebnissen durch automatisches Alignment mit Texten eines Korpus
839,871,"Smith, David A. / Cordell, Ryan / Dillon Maddock Elizabeth / Stramp, Nick / Wilkerson, John (2014): “Detecting and modeling local text reuse” in Proceedings of the JCDL’14 (Joint Conference on Digital Libraries; 183–192), IEEE Press.",REUL_Christian_Korrektur_von_fehlerhaften_OCR_Ergebnissen_du.xml__3,Korrektur von fehlerhaften OCR Ergebnissen durch automatisches Alignment mit Texten eines Korpus
840,872,"Vesanto, Aleksi / Nivala, Asko / Salakoski, Tapio / Salmi, Hannu / Filip, Ginter (2017): “A system for identifying and exploring text repetition in large historical document corpora” in Proceedings of 21. NoDaLiDa (Nordic Conference on Computational Linguistics).",REUL_Christian_Korrektur_von_fehlerhaften_OCR_Ergebnissen_du.xml__4,Korrektur von fehlerhaften OCR Ergebnissen durch automatisches Alignment mit Texten eines Korpus
841,873,"Breuel, Thomas M. / Ul-Hasan, Adnan / Al-Azawi, Mayce / Shafait, Faisal (2013): “High-performance OCR for printed English and Fraktur using LSTM networks” in Document Analysis and Recognition (ICDAR), 2013 12th International Conference on. IEEE.",REUL_Christian_State_of_the_Art_Optical_Character_Recognitio.xml__0,State of the Art Optical Character Recognition of 19th Century Fraktur Scripts using Open Source Engines
842,874,"Breuel, Thomas M. (2017): “High performance text recognition using a hybrid convolutional-LSTM implementation” in Document Analysis and Recognition (ICDAR), 2017 14th IAPR International Conference on. IEEE.",REUL_Christian_State_of_the_Art_Optical_Character_Recognitio.xml__1,State of the Art Optical Character Recognition of 19th Century Fraktur Scripts using Open Source Engines
843,875,"Reul, Christian / Springmann, Uwe / Wick, Christoph / Puppe, Frank (2018): “Improving OCR Accuracy on Early Printed Books by combining Pretraining, Voting, and Active Learning” in ArXiv preprints: https://arxiv.org/abs/1802.10038 (accepted for JLCL Volume 33 (2018), Issue 1: Special Issue on Automatic Text and Layout Recognition).",REUL_Christian_State_of_the_Art_Optical_Character_Recognitio.xml__2,State of the Art Optical Character Recognition of 19th Century Fraktur Scripts using Open Source Engines
844,876,"Springmann, Uwe / Fink, Florian / Schulz, Klaus-U. (2016). “Automatic quality evaluation and (semi-) automatic improvement of mixed models for OCR on historical documents” in ArXiv preprints: https://arxiv.org/abs/1606.05157.",REUL_Christian_State_of_the_Art_Optical_Character_Recognitio.xml__3,State of the Art Optical Character Recognition of 19th Century Fraktur Scripts using Open Source Engines
845,877,"Springmann, Uwe / Lüdeling, Anke (2017). “OCR of historical printings with an application to building diachronic corpora: A case study using the RIDGES herbal corpus” in Digital Humanities Quarterly 11, 2: http://www.digitalhumanities.org/dhq/vol/11/2/000288/000288.html.",REUL_Christian_State_of_the_Art_Optical_Character_Recognitio.xml__4,State of the Art Optical Character Recognition of 19th Century Fraktur Scripts using Open Source Engines
846,878,"Springmann, Uwe / Reul, Christian / Dipper, Stephanie / Baiter, Johannes (2018): “Ground Truth for training OCR engines on historical documents in German Fraktur and Early Modern Latin” in ArXiv preprints: https://arxiv.org/abs/1809.05501 (submitted to JLCL Volume 33 (2018), Issue 1: Special Issue on Automatic Text and Layout Recognition).",REUL_Christian_State_of_the_Art_Optical_Character_Recognitio.xml__5,State of the Art Optical Character Recognition of 19th Century Fraktur Scripts using Open Source Engines
49,879,"Wick, Christoph / Reul, Christian / Puppe, Frank (2018): “Calamari - A High-Performance Tensorflow-based Deep Learning Package for Optical Character Recognition” in ArXiv preprints: https://arxiv.org/abs/1807.02004 (submitted to Digital Humanities Quarterly).",REUL_Christian_State_of_the_Art_Optical_Character_Recognitio.xml__6,State of the Art Optical Character Recognition of 19th Century Fraktur Scripts using Open Source Engines
847,880,ANNO (AustriaN Newpapers Online): http://anno.onb.ac.at [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__0,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
54,881,"Benjamin, Walter (1935-39): ""Das Kunstwerk im Zeitalter seiner technischen Reproduzierbarkeit"" in: ders.: Gesammelte Schriften, Bd. 1,2 Frankfurt am Main: Suhrkamp, {1980} 471–508.",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__1,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
848,882,Blue Mountain Project: http://bluemountain.princeton.edu/exist/apps/bluemountain/index.html [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__2,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
849,883,Chinese Women‘s Magazines in the Late Qing and Early Republican Period: https://kjc-sv034.kjc.uni-heidelberg.de/frauenzeitschriften/ [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__3,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
850,884,Chinese Entertainment Newspapers: http://projects.zo.uni-heidelberg.de/xiaobao/index.php?p=start [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__4,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
851,885,Das Wien(n)erische Diarium: Digitaler Datenschatz für die geisteswissenschaftlichen Disziplinen (GD2016/16) https://www.oeaw.ac.at/de/acdh/projects/wiennerisches-diarium-digital/ [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__5,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
852,886,Delpher: https://www.delpher.nl [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__6,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
853,887,"Deutsche Forschungsgemeinschaft (2013). ""DFG-Praxisregeln 'Digitalisierung'"", http://www.dfg.de/download/pdf/foerderung/programme/lis/praxisregeln_digitalisierung_2013.pdf [letzter Zugriff 31. August 2018]",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__7,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
854,888,"DFG Ausschreibung ""Digitalisierung historischer Zeitungen des deutschen Sprachgebiets"" vom 22. März 2018: http://www.dfg.de/foerderung/info_wissenschaft/info_wissenschaft_18_08/index.html [letzter Zugriff 31. August 2018]",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__8,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
855,889,"DFG Projekt ""Errichtung eines nationalen Zeitungsportals auf der Basis der organisatorischen und technischen Infrastruktur der Deutschen Digitalen Bibliothek (DDB) – 'DDB-Zeitungsportal'"": http://gepris.dfg.de/gepris/projekt/404633104 [letzter Zugriff 31. August 2018]",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__9,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
856,890,"Die Fackel, Austrian Academy Corpus: http://corpus1.aac.ac.at/fackel [letzter Zugriff 31. August 2018]",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__10,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
857,891,"Drucker, Johanna (2009). SpecLab: digital aesthetics and projects in speculative computing. Chicago: University of Chicago Press.",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__11,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
858,892,"Ehrlicher, Hanno / Herzgsell, Teresa (2016). Zeitschriften als Netzwerke und ihre digitale Visualisierung. Grundlegende methodologische Überlegungen und erste Anwendungsbeispiele. http://www.revistas-culturales.de/de/buchseite/hanno-ehrlicher-teresa-herzgsell-zeitschriften-als-netzwerke-und-ihre-digitale [letzter Zugriff 31. August 2018]",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__12,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
859,893,Empfehlungen zur Digitalisierung historischer Zeitungen in Deutschland (Masterplan Zeitungsdigitalisierung): http://www.zeitschriftendatenbank.de/fileadmin/user_upload/ZDB/z/Masterplan.pdf [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__13,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
860,894,ESPrit: http://www.espr-it.eu [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__14,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
861,895,Europeana Newspapers: http://www.europeana-newspapers.eu [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__15,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
862,896,Forschergruppe Journalliteratur: https://journalliteratur.blogs.ruhr-uni-bochum.de/ueber-die-forschergruppe/ [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__16,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
863,897,"Frank, Gustav / Podewski, Madleen / Scherer, Stefan (2010). ""Kultur – Zeit – Schrift. Literatur- und Kulturzeitschriften als 'kleine Archive'"", Internationales Archiv für Sozialgeschichte der deutschen Literatur (IASL). 34, Nr. 2 (Januar): 1-45. https://doi.org/10.1515/iasl.2009.013 .",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__17,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
864,898,"Fricke, Ellen (2012). Grammatik multimodal: wie Wörter und Gesten zusammenwirken. Linguistik, Impulse & Tendenzen 40. Berlin / Boston: De Gruyter.",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__18,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
865,899,Gallica (presses et revues): https://gallica.bnf.fr/html/und/presse-et-revues/presse-et-revues [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__19,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
866,900,"Genz, Julia / Gévaudan, Paul (2016). Medialität, Materialität, Kodierung: Grundzüge einer allgemeinen Theorie der Medien. Bielefeld: De Gruyter / transcript.",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__20,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
867,901,"Gooding, Paul (2017): Historic Newspapers in the Digital Age. ""Search All About It!”. London / New York: Routledge.",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__21,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
868,902,"Gumbrecht, Hans Ulrich / Elsner, Monika / Pfeiffer, Karl Ludwig (eds.) (1995). Materialität der Kommunikation. Frankfurt am Main: Suhrkamp.",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__22,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
869,903,Hemeroteca digital (Bibiblioteca Nacional de España): http://www.bne.es/es/Catalogos/HemerotecaDigital/ [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__23,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
870,904,"Igl, Natalia / Menzel, Julia (eds.) (2016). Illustrierte Zeitschriften um 1900: mediale Eigenlogik, Multimodalität und Metaisierung. Edition Medienwissenschaft. Bielefeld: Transcript.",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__24,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
871,905,illustrierte magazine: http://magazine.illustrierte-presse.de [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__25,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
872,906,impresso: https://impresso-project.ch/ [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__26,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
873,907,International Image Interoperability Framework: https://iiif.io/ [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__27,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
874,908,Literatur im Zeitalter der Illustrierten: Stationen komplexer Text-Bild-Beziehungen im 19. Jahrhundert: http://gepris.dfg.de/gepris/projekt/282457319 [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__28,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
875,909,"Macciuci, Raquel (2015): ""Técnica, soporte, ámbitos de sociabilidad y mecanismos de legitimación: sobre la construcción de espacios de literatura en la prensa periódica"" in: Schlünder, Susanne / Macciuci, Raquel (eds.): Literatura y técnica: derivas ficcionales y materiales. Libros, escritores, textos, frente a la máquina y la ciencia, Actas del VIII Congreso Orbis Tertius. La Plata: Ediciones del lado de acá 205–231.",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__29,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
876,910,"MJP, Modernist Journals Project, http://modjourn.org [letzter Zugriff 31. August 2018]",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__30,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
877,911,"MMP, Modernist Magazines Project: http://www.modernistmagazines.com [letzter Zugriff 31. August 2018]",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__31,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
878,912,NewsEye: https://www.newseye.eu/ [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__32,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
879,913,Oceanic Exchanges: http://oceanicexchanges.org/ [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__33,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
880,914,"Podewski, Madleen (2018). ""›Kleine Archive‹ in den Digital Humanities – Überlegungen zum Forschungsobjekt ›Zeitschrift‹"", in: Huber, Martin / Krämer, Sybille (eds.): Sonderband 3 der Zeitschrift für digitale Geisteswissenschaften. https://doi.org/10.17175/sb003_010 [letzter Zugriff 31. August 2018]",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__34,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
881,915,Revistas Culturales 2.0: http://www.revistas-culturales.de [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__35,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
882,916,"Rißler-Pipka, Nanette (2017). ""Image and Text in Numbers: Layout Analysis for Hispanic and Spanish Modern Magazines"", in: Busch, Hannah / Fischer, Franz / Sahle, Patrick (eds.): Kodikologie und Paläographie im digitalen Zeitalter 4 - Codicology and Palaeography in the Digital Age 4, Books on Demand, Norderstedt 25–42, http://kups.ub.uni-koeln.de/id/eprint/7780 [letzter Zugriff 31. August 2018]",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__36,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
883,917,The British Newspaper Archive: https://www.britishnewspaperarchive.co.uk [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__37,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
28,918,Web Annotation Data Model: https://www.w3.org/TR/annotation-model/ [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__38,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
884,919,WeChangEd: http://www.wechanged.ugent.be [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__39,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
885,920,"Wilkinson, Mark u. a. (2016). ""The FAIR Guiding Principles for Scientific Data Management and Stewardship"", Scientific Data 3 (15. März 2016): 160018, https://doi.org/10.1038/sdata.2016.18 [letzter Zugriff 31. August 2018]",RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__40,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
886,921,ZDB: Zeitschriftendatenbank: https://zdb-katalog.de/ [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__41,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
887,922,ZEFYS: http://zefys.staatsbibliothek-berlin.de [letzter Zugriff 31. August 2018],RISSLER_PIPKA_Nanette_Zeitungen_und_Zeitschriften_als_multim.xml__42,"Zeitungen und Zeitschriften als multimodale, digitale Forschungsobjekte: Theorien und Methoden"
888,923,"Berry, David M. / Fagerjord, Anders (2017): „Knowledge Representation and Archives.“ In: Berry, David M. / Fagerjord, Anders (eds.): Digital Humanities. Knowledge and Critique in a Digital Age. Cambridge, Malden: Polity 60-79.",RITTERSHAUS_David_Tanz_annotieren___Zur_Entstehung__den_M_gl.xml__0,"Tanz annotieren - Zur Entstehung, den Möglichkeiten und den Perspektiven digitaler Methoden in der Tanzwissenschaft"
889,924,"DeLahunta, Scott / Jenett, Florian (2017): „Making digital choreographic object interrelate. A focus on coding practices.“ in: Beyes, Timon / Leeker, Martina / Schipper, Imanuel (eds.): Performing the digital: performativity and performance studies in digital cultures. Bielefeld: transcript Verlag 63-79.",RITTERSHAUS_David_Tanz_annotieren___Zur_Entstehung__den_M_gl.xml__1,"Tanz annotieren - Zur Entstehung, den Möglichkeiten und den Perspektiven digitaler Methoden in der Tanzwissenschaft"
0,925,"Jannidis, Fotis (2017): „Grundlagen der Datenmodellierung“ in: Jannidis, Fotis /Kohle, Hubertus / Rehbein, Malte (eds.): Digital Humanities. Eine Einführung. Stuttgart: Metzler 99-108.",RITTERSHAUS_David_Tanz_annotieren___Zur_Entstehung__den_M_gl.xml__2,"Tanz annotieren - Zur Entstehung, den Möglichkeiten und den Perspektiven digitaler Methoden in der Tanzwissenschaft"
890,926,"Jeschke, Claudia (2010): „Tanz-Notate: Bilder. Texte. Wissen.“ in: Brandstetter, Gabriele / Hofmann, Franck / Maar, Kirsten (eds.): Notationen und choreographisches Denken. Freiburg: Rombach 47-65.",RITTERSHAUS_David_Tanz_annotieren___Zur_Entstehung__den_M_gl.xml__3,"Tanz annotieren - Zur Entstehung, den Möglichkeiten und den Perspektiven digitaler Methoden in der Tanzwissenschaft"
891,927,"Klein, Gabriele (2007): „Tanz in der Wissensgesellschaft.“ in: Gehm, Sabine / Husemann, Pirkko / von Wilcke, Katharina (eds.): Wissen in Bewegung. Perspektiven der künstlerischen und wissenschaftlichen Forschung im Tanz. Bielefeld: transcript 25-36.",RITTERSHAUS_David_Tanz_annotieren___Zur_Entstehung__den_M_gl.xml__4,"Tanz annotieren - Zur Entstehung, den Möglichkeiten und den Perspektiven digitaler Methoden in der Tanzwissenschaft"
892,928,"Krämer, Sybille (2016): Figuration, Anschauung, Erkenntnis. Grundlinien einer Diagrammatologie. Frankfurt am Main: Suhrkamp.",RITTERSHAUS_David_Tanz_annotieren___Zur_Entstehung__den_M_gl.xml__5,"Tanz annotieren - Zur Entstehung, den Möglichkeiten und den Perspektiven digitaler Methoden in der Tanzwissenschaft"
893,929,"Müller-Schöll, Nikolaus (2016): „Das Problem und Potential des Singulären. Theaterforschung als kritische Wissenschaft.“ in: Cairo, Milena / Hannemann, Moritz / Haß, Ulrike / Schäfer, Judith (eds.): Episteme des Theaters. Aktuelle Kontexte von Wissenschaft, Kunst und Öffentlichkeit. Bielefeld: transcript 139-150.",RITTERSHAUS_David_Tanz_annotieren___Zur_Entstehung__den_M_gl.xml__6,"Tanz annotieren - Zur Entstehung, den Möglichkeiten und den Perspektiven digitaler Methoden in der Tanzwissenschaft"
894,930,"Rapp, Andrea (2017): „Manuelle und automatische Annotationen“ in: Jannidis, Fotis /Kohle, Hubertus / Rehbein, Malte (eds.): Digital Humanities. Eine Einführung. Stuttgart: Metzler 253-267.",RITTERSHAUS_David_Tanz_annotieren___Zur_Entstehung__den_M_gl.xml__7,"Tanz annotieren - Zur Entstehung, den Möglichkeiten und den Perspektiven digitaler Methoden in der Tanzwissenschaft"
895,931,"Siegmund, Gerald (2011): „Of monsters and puppets. Willam Forsythe’s work after the ‚Robert Scott Complex‘“ in: Spier, Steven (ed.): William Forsythe and the Practice of Choreography. London, New York: Routledge 20-37.",RITTERSHAUS_David_Tanz_annotieren___Zur_Entstehung__den_M_gl.xml__8,"Tanz annotieren - Zur Entstehung, den Möglichkeiten und den Perspektiven digitaler Methoden in der Tanzwissenschaft"
896,932,"Thull, Bernhard (2014): „Das digitale Pina Bausch Archiv“ in: Pina Bausch Stiftung (ed.): Tanz erben. Bielefeld: transcript 59-73.",RITTERSHAUS_David_Tanz_annotieren___Zur_Entstehung__den_M_gl.xml__9,"Tanz annotieren - Zur Entstehung, den Möglichkeiten und den Perspektiven digitaler Methoden in der Tanzwissenschaft"
